"","guid","accn_number","spec_locality","scientific_name","genus","species","other","dec_lat","dec_long","coll_method","genus_species"
"1865","MVZ:Bird:184025","14059","122 Nightsbridge Court, Brentwood","Falco sparverius sparverius","Falco","sparverius","sparverius",37.922501,-121.694859,"salvage","Falco sparverius"
"1866","MVZ:Bird:184027","14059","3384 Woodview Drive, Lafayette","Falco sparverius sparverius","Falco","sparverius","sparverius",37.874012,-122.105851,"salvage","Falco sparverius"
"1867","MVZ:Bird:184030","14059","no specific locality recorded","Falco sparverius sparverius","Falco","sparverius","sparverius",37.923419,-121.951212,"salvage","Falco sparverius"
"1868","MVZ:Bird:184032","14059","8010 Tassajara Rd., Pleasanton","Falco sparverius sparverius","Falco","sparverius","sparverius",37.7334,-121.8665,"salvage","Falco sparverius"
"1869","MVZ:Bird:184033","14059","4378 Golf Drive, Livermore","Falco sparverius sparverius","Falco","sparverius","sparverius",37.715689,-121.745613,"salvage","Falco sparverius"
"1870","MVZ:Bird:184036","14059","1096 Batavia Ave., Livermore","Falco sparverius sparverius","Falco","sparverius","sparverius",37.669511,-121.778619,"salvage","Falco sparverius"
"1871","MVZ:Bird:184037","14059","300 L Street, Antioch","Falco columbarius columbarius","Falco","columbarius","columbarius",38.016274,-121.820317,"salvage","Falco columbarius"
"1872","MVZ:Bird:184038","14059","San Mateo","Falco peregrinus anatum","Falco","peregrinus","anatum",37.562949,-122.309933,"salvage","Falco peregrinus"
"1873","MVZ:Bird:184039","14059","5115 Pioneer Way, Antioch","Rallus limicola limicola","Rallus","limicola","limicola",37.957385,-121.762148,"salvage","Rallus limicola"
"1874","MVZ:Bird:184040","14059","2000 Powell Street, Emeryville","Recurvirostra americana","Recurvirostra","americana",NA,37.838208,-122.300793,"salvage","Recurvirostra americana"
"1875","MVZ:Bird:184041","14059","4803 Lawton Ave., Oakland","Gallinago delicata","Gallinago","delicata",NA,37.838115,-122.255087,"salvage","Gallinago delicata"
"1876","MVZ:Bird:184042","14059","Lakeview and Murrieta, Dublin","Calidris mauri","Calidris","mauri",NA,37.708196,-121.916867,"salvage","Calidris mauri"
"1877","MVZ:Bird:184044","14059","Canal Street, Richmond","Larus occidentalis occidentalis","Larus","occidentalis","occidentalis",37.918827,-122.374533,"salvage","Larus occidentalis"
"1878","MVZ:Bird:184045","14059","Doolittle Rd., Oakland","Larus californicus californicus","Larus","californicus","californicus",37.725719,-122.200027,"salvage","Larus californicus"
"1880","MVZ:Bird:184046","14059","1340 Marina Way, Richmond Marina, Richmond","Uria aalge californica","Uria","aalge","californica",37.914384,-122.354484,"salvage","Uria aalge"
"1881","MVZ:Bird:184047","14059","Point Isabel, Richmond","Uria aalge californica","Uria","aalge","californica",37.901043,-122.32448,"salvage","Uria aalge"
"1882","MVZ:Bird:184052","14059","Eagle Peak Place, Clayton","Zenaida macroura marginella","Zenaida","macroura","marginella",37.951574,-121.941422,"salvage","Zenaida macroura"
"1883","MVZ:Bird:184085","14059","Carquinez Scenic Drive, Martinez","Megascops kennicottii bendirei","Megascops","kennicottii","bendirei",38.034826,-122.174942,"salvage","Megascops kennicottii"
"1884","MVZ:Bird:184086","14059","815 Camelback Place, Pleasant Hill","Megascops kennicottii bendirei","Megascops","kennicottii","bendirei",37.979463,-122.071346,"salvage","Megascops kennicottii"
"1885","MVZ:Bird:184089","14059","1147 North Gate Rd., Walnut Creek","Megascops kennicottii bendirei","Megascops","kennicottii","bendirei",37.904628,-121.994621,"salvage","Megascops kennicottii"
"1886","MVZ:Bird:184092","14059","3183 Rohrer Drive, Lafayette","Megascops kennicottii bendirei","Megascops","kennicottii","bendirei",37.859666,-122.09629,"salvage","Megascops kennicottii"
"1887","MVZ:Bird:184093","14059","209 S. Ridge Court, Danville","Megascops kennicottii bendirei","Megascops","kennicottii","bendirei",37.81322,-121.901796,"salvage","Megascops kennicottii"
"1888","MVZ:Bird:184094","14059","7679 Highland Oaks Drive, Pleasanton","Megascops kennicottii bendirei","Megascops","kennicottii","bendirei",37.681642,-121.920924,"salvage","Megascops kennicottii"
"1889","MVZ:Bird:184122","14059","2307 Stuart Street, Berkeley","Athene cunicularia hypugaea","Athene","cunicularia","hypugaea",37.859502,-122.261531,"salvage","Athene cunicularia"
"1890","MVZ:Bird:184123","14059","654 Virgina Drive, Rio Vista","Phalaenoptilus nuttallii californicus","Phalaenoptilus","nuttallii","californicus",38.163291,-121.689474,"salvage","Phalaenoptilus nuttallii"
"1891","MVZ:Bird:184124","14059","junction of Buena Vista Way and La Loma Ave., Berkeley","Calypte anna","Calypte","anna",NA,37.881859,-122.258094,"salvage","Calypte anna"
"1892","MVZ:Bird:184125","14059","6460 Leona Street, Oakland","Calypte anna","Calypte","anna",NA,37.782671,-122.1699,"salvage","Calypte anna"
"1893","MVZ:Bird:184126","14059","570 East K Street, Benicia","Selasphorus sasin sasin","Selasphorus","sasin","sasin",38.048502,-122.146743,"salvage","Selasphorus sasin"
"1894","MVZ:Bird:184127","14059","6124 Ruthland Rd., Piedmont","Selasphorus sasin sasin","Selasphorus","sasin","sasin",37.843273,-122.22025,"salvage","Selasphorus sasin"
"1895","MVZ:Bird:184128","14059","117 Biscay Bay, Alameda","Selasphorus sasin sasin","Selasphorus","sasin","sasin",37.738282,-122.248532,"salvage","Selasphorus sasin"
"1896","MVZ:Bird:184129","14059","junction of Mission St. and Maine St., San Francisco","Megaceryle alcyon","Megaceryle","alcyon",NA,37.791846,-122.394916,"salvage","Megaceryle alcyon"
"1897","MVZ:Bird:184130","14059","422 Fourth Street, Rodeo","Megaceryle alcyon","Megaceryle","alcyon",NA,38.032774,-122.26868,"salvage","Megaceryle alcyon"
"1898","MVZ:Bird:184137","14059","2425 Bisso Lane, Concord","Colaptes auratus collaris","Colaptes","auratus","collaris",37.98388,-122.046745,"salvage","Colaptes auratus"
"1899","MVZ:Bird:184152","14059","Hwy. 680 near Livermore","Pica nuttalli","Pica","nuttalli",NA,37.683175,-121.915841,"salvage","Pica nuttalli"
"1900","MVZ:Bird:184154","14059","junction of 11th Street and Grant Line Rd., Tracy","Corvus brachyrhynchos hesperis","Corvus","brachyrhynchos","hesperis",37.753193,-121.351824,"salvage","Corvus brachyrhynchos"
"1901","MVZ:Bird:184167","14059","1131 Camelia Drive, Livermore","Corvus brachyrhynchos hesperis","Corvus","brachyrhynchos","hesperis",37.668332,-121.786283,"salvage","Corvus brachyrhynchos"
"1902","MVZ:Bird:184168","14059","673 Via del Sol, Livermore","Corvus brachyrhynchos hesperis","Corvus","brachyrhynchos","hesperis",37.661736,-121.790934,"salvage","Corvus brachyrhynchos"
"1903","MVZ:Bird:184171","14059","4328 Colgate Way, Livermore","Corvus corax sinuatus","Corvus","corax","sinuatus",37.687274,-121.743584,"salvage","Corvus corax"
"1904","MVZ:Bird:184173","14059","2614 Saratoga Ave., Concord","Hirundo rustica erythrogaster","Hirundo","rustica","erythrogaster",37.996033,-122.024928,"salvage","Hirundo rustica"
"1905","MVZ:Bird:184174","14059","230 Heather Place, Danville","Poecile rufescens barlowi","Poecile","rufescens","barlowi",37.803214,-121.974031,"salvage","Poecile rufescens"
"1906","MVZ:Bird:184175","14059","939 Shattuck Ave., Berkeley","Psaltriparus minimus minimus","Psaltriparus","minimus","minimus",37.890694,-122.269117,"salvage","Psaltriparus minimus"
"1907","MVZ:Bird:184172","14059","Oak Hill Park near Monte Vista High School, Alamo","Tachycineta thalassina thalassina","Tachycineta","thalassina","thalassina",37.84078,-121.98534,"salvage","Tachycineta thalassina"
"1908","MVZ:Bird:184178","14059","5555 Kirker Pass Rd., Concord","Regulus calendula calendula","Regulus","calendula","calendula",37.975504,-121.908545,"salvage","Regulus calendula"
"1909","MVZ:Bird:184183","14059","Whalebone Reach, The Sea Ranch","Catharus ustulatus ustulatus","Catharus","ustulatus","ustulatus",38.72903,-123.474543,"salvage","Catharus ustulatus"
"1910","MVZ:Bird:184192","14059","7772 Landale Ave., Dublin","Turdus migratorius propinquus","Turdus","migratorius","propinquus",37.71288,-121.936207,"salvage","Turdus migratorius"
"1911","MVZ:Bird:184208","14059","Concord Community Park, Cowell Rd., Concord","Euphagus cyanocephalus","Euphagus","cyanocephalus",NA,37.965423,-122.013903,"salvage","Euphagus cyanocephalus"
"1912","MVZ:Bird:184209","14059","junction of Hopyard Rd. and Hwy. 580, Dublin","Icterus bullockii","Icterus","bullockii",NA,37.702228,-121.911,"salvage","Icterus bullockii"
"1913","MVZ:Bird:184673","14745","1012 Contra Costa Drive, El Cerrito","Catharus guttatus ssp.","Catharus","guttatus","ssp.",37.92006,-122.290339,"salvage","Catharus guttatus"
"1914","MVZ:Bird:184674","14790","3254 Montevideo Drive, San Ramon","Spinus tristis salicamans","Spinus","tristis","salicamans",37.752684,-121.943456,"salvage","Spinus tristis"
"1915","MVZ:Bird:184676","14524","courtyard behind Pimentel and Latimer halls, University of California, Berkeley","Petrochelidon pyrrhonota pyrrhonota","Petrochelidon","pyrrhonota","pyrrhonota",37.872974,-122.255702,"salvage","Petrochelidon pyrrhonota"
"1916","MVZ:Bird:184677","14713","Pantoll Ranger Station, Mt. Tamalpais","Ixoreus naevius naevius","Ixoreus","naevius","naevius",37.903803,-122.604134,"salvage","Ixoreus naevius"
"1917","MVZ:Bird:184678","14784","NE corner of Zellerbach Hall, Lower Sproul Plaza, University of California campus, Berkeley","Junco hyemalis pinosus (Oreganus Group)","Junco","hyemalis","pinosus",37.869322,-122.2605,"salvage","Junco hyemalis"
"1918","MVZ:Bird:184679","14533","2237 Roosevelt Ave., Berkeley","Tyto alba pratincola","Tyto","alba","pratincola",37.867012,-122.275618,"salvage","Tyto alba"
"1919","MVZ:Bird:184680","14533","715 Creston Rd., Berkeley","Accipiter striatus velox","Accipiter","striatus","velox",37.900259,-122.263881,"salvage","Accipiter striatus"
"1920","MVZ:Bird:184689","14692","3254 Montevideo Drive, San Ramon","Spinus psaltria hesperophilus","Spinus","psaltria","hesperophilus",37.752684,-121.943456,"salvage","Spinus psaltria"
"1921","MVZ:Bird:184690","14714","California College of the Arts, 5212 Broadway, Oakland","Turdus migratorius propinquus","Turdus","migratorius","propinquus",37.835803,-122.250236,"salvage","Turdus migratorius"
"1922","MVZ:Bird:184691","14633","southwest corner of intersection between Center Street and Oxford Street, Berkeley","Bombycilla cedrorum","Bombycilla","cedrorum",NA,37.870566,-122.265966,"salvage","Bombycilla cedrorum"
"1923","MVZ:Bird:184692","14612","3254 Montevideo Drive, San Ramon","Spinus psaltria hesperophilus","Spinus","psaltria","hesperophilus",37.752684,-121.943456,"salvage","Spinus psaltria"
"1924","MVZ:Bird:184819","14711","junction of Harper Street and Tricia Lane, Santa Cruz","Aphelocoma californica californica","Aphelocoma","californica","californica",36.973381,-121.979632,"salvage","Aphelocoma californica"
"1925","MVZ:Bird:184821","14813","30 Bayview Terrace, Mill Valley","Aphelocoma californica californica","Aphelocoma","californica","californica",37.900366,-122.509086,"salvage","Aphelocoma californica"
"1926","MVZ:Bird:184822","14801","Euclid Ave. near Shasta Rd.","Selasphorus sasin sasin","Selasphorus","sasin","sasin",37.885258,-122.262713,"salvage","Selasphorus sasin"
"1927","MVZ:Bird:184823","14737","Clem Miller Environmental Education Center, Point Reyes National Park","Callipepla californica brunnescens","Callipepla","californica","brunnescens",38.044643,-122.856389,"salvage","Callipepla californica"
"1928","MVZ:Bird:184968","14903","Corral Hollow, Tracy","Chondestes grammacus strigatus","Chondestes","grammacus","strigatus",37.637481,-121.490701,"salvage","Chondestes grammacus"
"1929","MVZ:Bird:184969","14902","De Anza College, Cupertino","Icteria virens auricollis","Icteria","virens","auricollis",37.319486,-122.045127,"salvage","Icteria virens"
"1930","MVZ:Bird:184970","14721","1622 62nd Street, Berkeley","Passer domesticus domesticus","Passer","domesticus","domesticus",37.846236,-122.274359,"salvage","Passer domesticus"
"1931","MVZ:Bird:184972","14722","3075 Shasta Rd., Berkeley","Haemorhous purpureus californicus","Haemorhous","purpureus","californicus",37.891683,-122.250616,"salvage","Haemorhous purpureus"
"1932","MVZ:Bird:184973","14708","2150 Allston Way, Berkeley","Haemorhous mexicanus frontalis","Haemorhous","mexicanus","frontalis",37.869451,-122.266413,"salvage","Haemorhous mexicanus"
"1933","MVZ:Bird:184974","14814","Bucks Lake Rd., 0.25 mi E Plumas District Hospital, Quincy","Pipilo maculatus falcinellus","Pipilo","maculatus","falcinellus",39.938075,-120.957594,"salvage","Pipilo maculatus"
"1934","MVZ:Bird:184975","14900","3254 Montevideo Drive, San Ramon","Haemorhous mexicanus frontalis","Haemorhous","mexicanus","frontalis",37.752684,-121.943456,"salvage","Haemorhous mexicanus"
"1935","MVZ:Bird:184976","14791","3254 Montevideo Drive, San Ramon","Sayornis nigricans semiater","Sayornis","nigricans","semiater",37.752684,-121.943456,"salvage","Sayornis nigricans"
"1936","MVZ:Bird:184977","14725","20 m S junction of Cedar Street and Oxford Street (on Oxford), Berkeley","Piranga ludoviciana","Piranga","ludoviciana",NA,37.878647,-122.266853,"salvage","Piranga ludoviciana"
"1937","MVZ:Bird:184131","14059","352 Palm Ave., Oakland","Megaceryle alcyon","Megaceryle","alcyon",NA,37.812097,-122.253922,"salvage","Megaceryle alcyon"
"1938","MVZ:Bird:184136","14059","39 Sunrise Lane, Lafayette","Dryobates pubescens turati","Dryobates","pubescens","turati",37.923344,-122.090463,"salvage","Dryobates pubescens"
"1939","MVZ:Bird:184150","14059","Susanna Rd., Martinez","Aphelocoma californica californica","Aphelocoma","californica","californica",38.014725,-122.131901,"salvage","Aphelocoma californica"
"1940","MVZ:Bird:184177","14059","1305 El Curtola Blvd., Lafayette","Troglodytes pacificus pacificus","Troglodytes","pacificus","pacificus",37.894384,-122.08386,"salvage","Troglodytes pacificus"
"1941","MVZ:Bird:184194","14059","26 Southwaite Court, Orinda","Cardellina pusilla chryseola","Cardellina","pusilla","chryseola",37.849476,-122.151835,"salvage","Cardellina pusilla"
"1942","MVZ:Bird:182366","14183","junction of U.S. Forest Service roads 30N16 and 29N22, 2.5 mi N and 2 mi E Mineral","Sphyrapicus ruber daggetti","Sphyrapicus","ruber","daggetti",40.37882,-121.56598,"active","Sphyrapicus ruber"
"1943","MVZ:Bird:182367","14183","Summit Creek, 0.5 mi N Morgan Summit","Sphyrapicus ruber daggetti","Sphyrapicus","ruber","daggetti",40.36979333,-121.5374833,"active","Sphyrapicus ruber"
"1944","MVZ:Bird:182368","14183","Wilson Lake","Sphyrapicus ruber daggetti","Sphyrapicus","ruber","daggetti",40.34362,-121.434293,"active","Sphyrapicus ruber"
"1945","MVZ:Bird:184820","14743","junction of Marine Way and Arenal Ave., town of Stinson Beach","Melozone crissalis petulans","Melozone","crissalis","petulans",37.897764,-122.638307,"salvage","Melozone crissalis"
"1946","MVZ:Bird:183934","14505","junction of 8th St. and Portola Ave., Alameda","Anas platyrhynchos platyrhynchos","Anas","platyrhynchos","platyrhynchos",37.769294,-122.272902,"salvage","Anas platyrhynchos"
"1947","MVZ:Bird:183926","14528","Building 361, Lawrence Livermore National Laboratory Library, Livermore","Calypte anna","Calypte","anna",NA,37.687675,-121.707205,"salvage","Calypte anna"
"1948","MVZ:Bird:182381","14183","Bluff Falls,  0.75 mi S Lassen Volcanic National Park on Hwy 89","Contopus cooperi","Contopus","cooperi",NA,40.41258234,-121.5308401,"active","Contopus cooperi"
"1949","MVZ:Bird:185596","15046","Salt Point State Park","Zonotrichia leucophrys nuttalli","Zonotrichia","leucophrys","nuttalli",38.56739,-123.33313,"active","Zonotrichia leucophrys"
"1950","MVZ:Bird:184815","14720","junction of University Drive and West Entrance at Crescent/Springer Gateway to UC Berkeley campus","Setophaga coronata auduboni","Setophaga","coronata","auduboni",37.87208,-122.26481,"salvage","Setophaga coronata"
"1951","MVZ:Bird:184971","14821","south of Hilgard Hall, University of California, Berkeley","Setophaga coronata auduboni","Setophaga","coronata","auduboni",37.872813,-122.26333,"salvage","Setophaga coronata"
"1952","MVZ:Bird:185275","14902","1036 Newhall Street, San Jose","Sitta carolinensis aculeata","Sitta","carolinensis","aculeata",37.345183,-121.925969,"salvage","Sitta carolinensis"
"1953","MVZ:Bird:185904","14527","junction of 60th Street and Telegraph Ave., Oakland","Larus californicus californicus","Larus","californicus","californicus",37.846502,-122.261048,"salvage","Larus californicus"
"1954","MVZ:Bird:185905","14820","Cabrillo Blvd. at Castillo Street, Santa Barbara Harbor","Nycticorax nycticorax hoactli","Nycticorax","nycticorax","hoactli",34.408067,-119.693895,"salvage","Nycticorax nycticorax"
"1955","MVZ:Bird:185906","14820","Cabrillo Blvd. at Castillo Street, Santa Barbara Harbor","Nycticorax nycticorax hoactli","Nycticorax","nycticorax","hoactli",34.408067,-119.693895,"salvage","Nycticorax nycticorax"
"1956","MVZ:Bird:186058","14864","12765 Akrich Street, Redding","Accipiter cooperii","Accipiter","cooperii",NA,40.660503,-122.338257,"salvage","Accipiter cooperii"
"1957","MVZ:Bird:186059","14705","1697 Visalia Ave., Berkeley","Sphyrapicus ruber daggetti","Sphyrapicus","ruber","daggetti",37.89945,-122.28355,"salvage","Sphyrapicus ruber"
"1958","MVZ:Bird:186060","14989","1314 Hopkins Street, Berkeley","Passer domesticus domesticus","Passer","domesticus","domesticus",37.87803,-122.28781,"salvage","Passer domesticus"
"1959","MVZ:Bird:186061","15094","E side of Granite Mts.","Leiothlypis celata lutescens","Leiothlypis","celata","lutescens",34.79152,-115.6163,"salvage","Leiothlypis celata"
"1960","MVZ:Bird:186063","14977","on sidewalk before driveway of Alta Bates Summit Medical Center (Herrick Campus), Milvia Street, Berkeley","Calypte anna","Calypte","anna",NA,37.86429,-122.269843,"salvage","Calypte anna"
"1961","MVZ:Bird:186078","15085","60 Sunset Lane, Berkeley","Bombycilla cedrorum","Bombycilla","cedrorum",NA,37.899103,-122.260986,"salvage","Bombycilla cedrorum"
"1962","MVZ:Bird:186081","14748","2081 Monticello Rd., Napa","Accipiter cooperii","Accipiter","cooperii",NA,38.340537,-122.256768,"salvage","Accipiter cooperii"
"1963","MVZ:Bird:187773","15068","Burma Rd., Oakland","Sula leucogaster brewsteri","Sula","leucogaster","brewsteri",37.822425,-122.315273,"salvage","Sula leucogaster"
"1964","MVZ:Bird:187774","15068","Burma Rd., Oakland","Larus occidentalis occidentalis","Larus","occidentalis","occidentalis",37.822425,-122.315273,"salvage","Larus occidentalis"
"1965","MVZ:Bird:184693","14647","Balls Ferry Wetland Unit, Cottonwood","Colaptes auratus collaris","Colaptes","auratus","collaris",40.40795,-122.21514,"salvage","Colaptes auratus"
"1966","MVZ:Bird:187791","15152","Stoil Pond, 5 km NE Alpaugh","Cistothorus palustris aestuarinus","Cistothorus","palustris","aestuarinus",35.908,-119.439,"active","Cistothorus palustris"
"1967","MVZ:Bird:187792","15152","Stoil Pond, 5 km NE Alpaugh","Cistothorus palustris aestuarinus","Cistothorus","palustris","aestuarinus",35.908,-119.439,"active","Cistothorus palustris"
"1968","MVZ:Bird:187793","15152","Stoil Pond, 5 km NE Alpaugh","Cistothorus palustris aestuarinus","Cistothorus","palustris","aestuarinus",35.908,-119.439,"active","Cistothorus palustris"
"1969","MVZ:Bird:187794","15152","Stoil Pond, 5 km NE Alpaugh","Cistothorus palustris aestuarinus","Cistothorus","palustris","aestuarinus",35.908,-119.439,"active","Cistothorus palustris"
"1970","MVZ:Bird:187795","15152","Stoil Pond, 5 km NE Alpaugh","Cistothorus palustris aestuarinus","Cistothorus","palustris","aestuarinus",35.908,-119.439,"active","Cistothorus palustris"
"1971","MVZ:Bird:187796","15152","Stoil Pond, 5 km NE Alpaugh","Cistothorus palustris aestuarinus","Cistothorus","palustris","aestuarinus",35.908,-119.439,"active","Cistothorus palustris"
"1972","MVZ:Bird:187797","15152","Stoil Pond, 5 km NE Alpaugh","Cistothorus palustris aestuarinus","Cistothorus","palustris","aestuarinus",35.908,-119.439,"active","Cistothorus palustris"
"1973","MVZ:Bird:187798","15152","Stoil Pond, 5 km NE Alpaugh","Cistothorus palustris aestuarinus","Cistothorus","palustris","aestuarinus",35.908,-119.439,"active","Cistothorus palustris"
"1974","MVZ:Bird:187799","15152","Stoil Pond, 5 km NE Alpaugh","Cistothorus palustris aestuarinus","Cistothorus","palustris","aestuarinus",35.908,-119.439,"active","Cistothorus palustris"
"1975","MVZ:Bird:187800","15152","Stoil Pond, 5 km NE Alpaugh","Cistothorus palustris aestuarinus","Cistothorus","palustris","aestuarinus",35.908,-119.439,"active","Cistothorus palustris"
"1976","MVZ:Bird:187801","15152","Dune Lakes","Cistothorus palustris paludicola","Cistothorus","palustris","paludicola",35.07,-120.597,"active","Cistothorus palustris"
"1977","MVZ:Bird:187802","15152","Dune Lakes","Cistothorus palustris paludicola","Cistothorus","palustris","paludicola",35.07,-120.597,"active","Cistothorus palustris"
"1978","MVZ:Bird:187803","15152","Oso Flaco Creek at S end of Little Oso Flaco Lake","Cistothorus palustris paludicola","Cistothorus","palustris","paludicola",35.029,-120.607,"active","Cistothorus palustris"
"1979","MVZ:Bird:187804","15152","Oso Flaco Creek at S end of Little Oso Flaco Lake","Cistothorus palustris paludicola","Cistothorus","palustris","paludicola",35.029,-120.607,"active","Cistothorus palustris"
"1980","MVZ:Bird:187805","15152","Oso Flaco Creek at S end of Little Oso Flaco Lake","Cistothorus palustris paludicola","Cistothorus","palustris","paludicola",35.029,-120.607,"active","Cistothorus palustris"
"1981","MVZ:Bird:187806","15152","Oso Flaco Creek at S end of Little Oso Flaco Lake","Cistothorus palustris paludicola","Cistothorus","palustris","paludicola",35.029,-120.607,"active","Cistothorus palustris"
"1982","MVZ:Bird:187807","15152","Oso Flaco Creek at S end of Little Oso Flaco Lake","Cistothorus palustris paludicola","Cistothorus","palustris","paludicola",35.029,-120.607,"active","Cistothorus palustris"
"1983","MVZ:Bird:187808","15152","Oso Flaco Creek at S end of Little Oso Flaco Lake","Cistothorus palustris paludicola","Cistothorus","palustris","paludicola",35.029,-120.607,"active","Cistothorus palustris"
"1984","MVZ:Bird:187809","15152","Oso Flaco Creek at S end of Little Oso Flaco Lake","Cistothorus palustris paludicola","Cistothorus","palustris","paludicola",35.029,-120.607,"active","Cistothorus palustris"
"1985","MVZ:Bird:187810","15152","Oso Flaco Creek at S end of Little Oso Flaco Lake","Cistothorus palustris paludicola","Cistothorus","palustris","paludicola",35.029,-120.607,"active","Cistothorus palustris"
"1986","MVZ:Bird:187811","15152","Schrimpf Road Cove, Salton Sea","Cistothorus palustris aestuarinus","Cistothorus","palustris","aestuarinus",33.199,-115.588,"active","Cistothorus palustris"
"1987","MVZ:Bird:187812","15152","Schrimpf Road Cove, Salton Sea","Cistothorus palustris aestuarinus","Cistothorus","palustris","aestuarinus",33.199,-115.588,"active","Cistothorus palustris"
"1988","MVZ:Bird:187813","15152","Schrimpf Road Cove, Salton Sea","Cistothorus palustris aestuarinus","Cistothorus","palustris","aestuarinus",33.199,-115.588,"active","Cistothorus palustris"
"1989","MVZ:Bird:187814","15152","Schrimpf Road Cove, Salton Sea","Cistothorus palustris aestuarinus","Cistothorus","palustris","aestuarinus",33.199,-115.588,"active","Cistothorus palustris"
"1990","MVZ:Bird:187815","15152","Schrimpf Road Cove, Salton Sea","Cistothorus palustris aestuarinus","Cistothorus","palustris","aestuarinus",33.199,-115.588,"active","Cistothorus palustris"
"1991","MVZ:Bird:187816","15152","Schrimpf Road Cove, Salton Sea","Cistothorus palustris aestuarinus","Cistothorus","palustris","aestuarinus",33.199,-115.588,"active","Cistothorus palustris"
"1992","MVZ:Bird:187817","15152","Schrimpf Road Cove, Salton Sea","Cistothorus palustris aestuarinus","Cistothorus","palustris","aestuarinus",33.199,-115.588,"active","Cistothorus palustris"
"1993","MVZ:Bird:187818","15152","Schrimpf Road Cove, Salton Sea","Cistothorus palustris aestuarinus","Cistothorus","palustris","aestuarinus",33.199,-115.588,"active","Cistothorus palustris"
"1994","MVZ:Bird:187820","15152","Schrimpf Road Cove, Salton Sea","Cistothorus palustris aestuarinus","Cistothorus","palustris","aestuarinus",33.199,-115.588,"active","Cistothorus palustris"
"1995","MVZ:Bird:187821","15152","Dune Lakes","Thryomanes bewickii charienturus","Thryomanes","bewickii","charienturus",35.07,-120.597,"active","Thryomanes bewickii"
"1996","MVZ:Bird:187822","15152","Dune Lakes","Agelaius phoeniceus neutralis","Agelaius","phoeniceus","neutralis",35.07,-120.597,"active","Agelaius phoeniceus"
"1997","MVZ:Bird:187823","15152","Dune Lakes","Agelaius phoeniceus neutralis","Agelaius","phoeniceus","neutralis",35.07,-120.597,"active","Agelaius phoeniceus"
"1998","MVZ:Bird:187819","15152","Schrimpf Road Cove, Salton Sea","Cistothorus palustris aestuarinus","Cistothorus","palustris","aestuarinus",33.199,-115.588,"active","Cistothorus palustris"
"1999","MVZ:Bird:187787","14644","corner of Foothill Rd. and Kilkare Rd., Sunol","Accipiter cooperii","Accipiter","cooperii",NA,37.59441,-121.888722,"salvage","Accipiter cooperii"
"2000","MVZ:Bird:187788","14644","mile marker 0.6 on Kilkare Rd., Sunol","Falco peregrinus anatum","Falco","peregrinus","anatum",37.601897,-121.891576,"salvage","Falco peregrinus"
"2001","MVZ:Bird:187318","15107","4368 Whittle Ave., Oakland","Dryobates nuttallii","Dryobates","nuttallii",NA,37.81083,-122.204382,"salvage","Dryobates nuttallii"
"2002","MVZ:Bird:187770","15139","lower Wildcat Gorge Trail, Tilden Regional Park","Vireo huttoni huttoni","Vireo","huttoni","huttoni",37.903732,-122.25591,"salvage","Vireo huttoni"
"2003","MVZ:Bird:187771","15140","W side of pond off of road to main barn, Blue Oak Ranch Reserve","Pipilo maculatus falcifer","Pipilo","maculatus","falcifer",37.38243,-121.74278,"salvage","Pipilo maculatus"
"2004","MVZ:Bird:182361","14183","Wilson Lake","Selasphorus calliope","Selasphorus","calliope",NA,40.34403,-121.43286,"active","Selasphorus calliope"
"2005","MVZ:Bird:182401","14183","Wilson Lake","Vireo cassinii cassinii","Vireo","cassinii","cassinii",40.34362,-121.434293,"active","Vireo cassinii"
"2006","MVZ:Bird:182412","14183","Wilson Lake","Poecile gambeli abbreviatus","Poecile","gambeli","abbreviatus",40.34403,-121.43286,"active","Poecile gambeli"
"2007","MVZ:Bird:182414","14183","Wilson Lake","Poecile gambeli abbreviatus","Poecile","gambeli","abbreviatus",40.34403,-121.43286,"active","Poecile gambeli"
"2008","MVZ:Bird:182415","14183","Wilson Lake","Poecile gambeli abbreviatus","Poecile","gambeli","abbreviatus",40.34403,-121.43286,"active","Poecile gambeli"
"2009","MVZ:Bird:182416","14183","Wilson Lake","Poecile gambeli abbreviatus","Poecile","gambeli","abbreviatus",40.34403,-121.43286,"active","Poecile gambeli"
"2010","MVZ:Bird:182417","14183","Wilson Lake","Poecile gambeli abbreviatus","Poecile","gambeli","abbreviatus",40.34403,-121.43286,"active","Poecile gambeli"
"2011","MVZ:Bird:182418","14183","Wilson Lake","Poecile gambeli abbreviatus","Poecile","gambeli","abbreviatus",40.34403,-121.43286,"active","Poecile gambeli"
"2012","MVZ:Bird:182419","14183","Wilson Lake","Poecile gambeli abbreviatus","Poecile","gambeli","abbreviatus",40.34403,-121.43286,"active","Poecile gambeli"
"2013","MVZ:Bird:182420","14183","Wilson Lake","Poecile gambeli abbreviatus","Poecile","gambeli","abbreviatus",40.34403,-121.43286,"active","Poecile gambeli"
"2014","MVZ:Bird:182413","14183","Wilson Lake","Poecile gambeli abbreviatus","Poecile","gambeli","abbreviatus",40.34403,-121.43286,"active","Poecile gambeli"
"2015","MVZ:Bird:182425","14183","Wilson Lake","Sitta canadensis","Sitta","canadensis",NA,40.34403,-121.43286,"active","Sitta canadensis"
"2016","MVZ:Bird:182436","14183","Wilson Lake","Certhia americana zelotes","Certhia","americana","zelotes",40.34362,-121.434293,"active","Certhia americana"
